Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 19.40,80594ADF0,805D6FD10,6959979.94,Rupee,6959979.94,Rupee,
10-09-2022 19.55,80594ADF0,805D6FD10,4096778.76,Rupee,4096778.76,Rupee,
10-09-2022 19.46,804A83490,805D750F0,51521.73,Rupee,51521.73,Rupee,
10-09-2022 19.33,804A83490,805D750F0,122804.44,Rupee,122804.44,Rupee,
10-09-2022 19.52,805693F20,805D884B0,202859.83,Rupee,202859.83,Rupee,
10-09-2022 19.42,805693F20,805D884B0,44949.13,Rupee,44949.13,Rupee,
10-09-2022 19.30,804FC78B0,805DB2670,140394.71,Rupee,140394.71,Rupee,
10-09-2022 19.41,804FC78B0,805DB2670,475993.07,Rupee,475993.07,Rupee,
10-09-2022 19.36,804FC78B0,805DB2670,85342.41,Rupee,85342.41,Rupee,
10-09-2022 19.40,804FC78B0,805DB2670,73967.37,Rupee,73967.37,Rupee,
10-09-2022 19.37,805966720,805E72670,1176469.28,Rupee,1176469.28,Rupee,
10-09-2022 19.30,805966720,805E72670,520782.65,Rupee,520782.65,Rupee,
10-09-2022 19.59,805E72160,805E72A40,277108.86,Rupee,277108.86,Rupee,
10-09-2022 19.47,805D55630,805F075C0,10898.39,Rupee,10898.39,Rupee,
10-09-2022 19.50,805D55630,805F075C0,6148.64,Rupee,6148.64,Rupee,
10-09-2022 19.38,805D55630,805F075C0,8286.09,Rupee,8286.09,Rupee,
10-09-2022 19.56,805D602A0,805F15760,5968.06,Rupee,5968.06,Rupee,
10-09-2022 19.46,805D602A0,805F15760,12048.35,Rupee,12048.35,Rupee,
10-09-2022 19.44,804C93A80,805FB6840,2864.53,Rupee,2864.53,Rupee,
10-09-2022 19.51,804C93A80,805FB6840,30959.63,Rupee,30959.63,Rupee,
10-09-2022 19.44,8059464E0,805FDB620,396832.38,Rupee,396832.38,Rupee,
10-09-2022 19.35,80503F260,80CBA02C0,8505.96,Rupee,8505.96,Rupee,
