Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 0.15,80B861840,807EACE10,84.48,US Dollar,84.48,US Dollar,
10-09-2022 0.26,80B865EF0,806319660,95.91,US Dollar,95.91,US Dollar,
10-09-2022 0.06,80B85BF20,811E0A500,29.74,US Dollar,29.74,US Dollar,
10-09-2022 0.17,80B85FE70,811E0A500,110.73,US Dollar,110.73,US Dollar,
10-09-2022 0.13,80B866AB0,813AD4FE0,3.97,US Dollar,3.97,US Dollar,
10-09-2022 0.14,80B868EF0,810197360,28.21,US Dollar,28.21,US Dollar,
10-09-2022 0.16,80B86DD10,80C3EFED0,95.97,US Dollar,95.97,US Dollar,
10-09-2022 0.09,80B89B210,80492D9A0,254.77,US Dollar,254.77,US Dollar,
10-09-2022 0.17,80B8A83B0,810E838A0,205.82,US Dollar,205.82,US Dollar,
10-09-2022 0.25,80B8B1550,8119DDD70,1.61,US Dollar,1.61,US Dollar,
10-09-2022 0.07,80B8CE480,800F5A3B0,141.33,US Dollar,141.33,US Dollar,
10-09-2022 0.21,80B8CCCE0,80D09E8B0,123.96,US Dollar,123.96,US Dollar,
10-09-2022 0.03,80B8D4F70,80544C020,43.27,US Dollar,43.27,US Dollar,
10-09-2022 0.10,8004D7470,80B8E9F60,24550.75,US Dollar,24550.75,US Dollar,
10-09-2022 0.04,8004D7470,80B8E9F60,9749.4,US Dollar,9749.4,US Dollar,
10-09-2022 0.29,8004D7470,80B8E9F60,2418.58,US Dollar,2418.58,US Dollar,
10-09-2022 0.13,80B8ED9B0,8079C4F40,83.28,US Dollar,83.28,US Dollar,
10-09-2022 0.27,801CF1970,8019EE5F0,42.46,US Dollar,42.46,US Dollar,
10-09-2022 0.16,80B88E730,805DE6100,43.65,US Dollar,43.65,US Dollar,
10-09-2022 0.09,80B896380,80014F4C0,139.06,US Dollar,139.06,US Dollar,
10-09-2022 0.21,80B8C8920,80D9E6EF0,45.97,US Dollar,45.97,US Dollar,
10-09-2022 0.11,80B8239A0,80F2D5140,16.89,US Dollar,16.89,US Dollar,
10-09-2022 0.21,80B817A70,80FF86CB0,4.68,US Dollar,4.68,US Dollar,
10-09-2022 0.24,80B819CF0,80676A0B0,9.63,US Dollar,9.63,US Dollar,
10-09-2022 0.10,80B908A40,804243A50,34.74,US Dollar,34.74,US Dollar,
10-09-2022 0.17,80971C460,80B9BA4B0,3899.35,US Dollar,3899.35,US Dollar,
10-09-2022 0.01,80971C460,80B9BA4B0,4073.08,US Dollar,4073.08,US Dollar,
10-09-2022 0.19,80B9C2D50,80B9C2D50,14.81,Canadian Dollar,11.23,US Dollar,
10-09-2022 0.19,80B9C2D50,809B63630,14.81,Canadian Dollar,14.81,Canadian Dollar,
10-09-2022 0.07,806049D50,80BA3A180,484.43,US Dollar,484.43,US Dollar,
10-09-2022 0.14,80BA6AC90,805B19CF0,126.74,US Dollar,126.74,US Dollar,
10-09-2022 0.02,80BA8EED0,80999EEF0,35.96,US Dollar,35.96,US Dollar,
10-09-2022 0.05,80BAC9A60,812D46770,28.98,US Dollar,28.98,US Dollar,
10-09-2022 0.27,80BACD800,8.03E+05,65.01,US Dollar,65.01,US Dollar,
10-09-2022 0.21,80BAF4B00,80A5A37B0,13.1,US Dollar,13.1,US Dollar,
10-09-2022 0.25,80BB03320,80FCFD9A0,38.58,US Dollar,38.58,US Dollar,
10-09-2022 0.19,80BAFE010,80FD5A000,77.32,US Dollar,77.32,US Dollar,
10-09-2022 0.08,80BAFE660,803D47120,156.91,US Dollar,156.91,US Dollar,
10-09-2022 0.15,80BAFE9C0,809050D80,135.77,US Dollar,135.77,US Dollar,
10-09-2022 0.00,80032D460,80BB1B8D0,1139,US Dollar,1139,US Dollar,
10-09-2022 0.01,80032D460,80BB1B8D0,932.81,US Dollar,932.81,US Dollar,
10-09-2022 0.13,80BB1C800,8022A8460,12.64,US Dollar,12.64,US Dollar,
10-09-2022 0.27,80BB1E1C0,8013A4570,23.86,US Dollar,23.86,US Dollar,
10-09-2022 0.25,80BB30C60,800736870,1426.46,US Dollar,1426.46,US Dollar,
10-09-2022 0.19,80BB4ACE0,801536120,1.21,US Dollar,1.21,US Dollar,
10-09-2022 0.17,80BB4B0B0,80A272000,11.44,US Dollar,11.44,US Dollar,
10-09-2022 0.13,80BB65660,8143B0C50,36.69,US Dollar,36.69,US Dollar,
10-09-2022 0.03,80BBC9DA0,8006B92E0,113.8,US Dollar,113.8,US Dollar,
10-09-2022 0.08,800A81250,80BBCD540,1802.86,US Dollar,1802.86,US Dollar,
10-09-2022 0.15,80BBE5CF0,8029FAF50,40.51,US Dollar,40.51,US Dollar,
10-09-2022 0.06,80171EE10,80BBF5FE0,60.82,US Dollar,60.82,US Dollar,
10-09-2022 0.03,80171EE10,80BBF5FE0,209.3,US Dollar,209.3,US Dollar,
10-09-2022 0.19,80BBF6410,80A30DD80,195.85,US Dollar,195.85,US Dollar,
10-09-2022 0.21,80BC027C0,804EF1440,2.17,US Dollar,2.17,US Dollar,
10-09-2022 0.01,80026C410,80BC11420,25.52,US Dollar,25.52,US Dollar,
10-09-2022 0.16,80026C410,80BC11420,56.71,US Dollar,56.71,US Dollar,
10-09-2022 0.18,80026C410,80BC11420,2.18,US Dollar,2.18,US Dollar,
10-09-2022 0.01,80026C410,80BC11420,3.46,US Dollar,3.46,US Dollar,
10-09-2022 0.01,80026C410,80BC11420,2.9,US Dollar,2.9,US Dollar,
10-09-2022 0.09,80BC122E0,808990720,2.16,US Dollar,2.16,US Dollar,
10-09-2022 0.10,80BC13DE0,8018859B0,111.38,US Dollar,111.38,US Dollar,
10-09-2022 0.10,80BC08FA0,81394F7A0,65.07,US Dollar,65.07,US Dollar,
10-09-2022 0.20,807EC03D0,80BBF78C0,296.16,US Dollar,296.16,US Dollar,
10-09-2022 0.20,807EC03D0,80BBF78C0,1098.61,US Dollar,1098.61,US Dollar,
10-09-2022 0.25,80BC2A270,810B10440,149.72,US Dollar,149.72,US Dollar,
10-09-2022 0.15,804E5A700,80BCEAA00,763.68,US Dollar,763.68,US Dollar,
10-09-2022 0.04,804E5A700,80BCEAA00,155.05,US Dollar,155.05,US Dollar,
10-09-2022 0.12,80BD23E20,80B8EE9E0,17.22,US Dollar,17.22,US Dollar,
10-09-2022 0.22,808D68320,80BD377E0,2738.86,US Dollar,2738.86,US Dollar,
10-09-2022 0.02,808D68320,80BD377E0,3414.61,US Dollar,3414.61,US Dollar,
10-09-2022 0.26,803A0A9E0,80BD52550,64.7,US Dollar,64.7,US Dollar,
10-09-2022 0.13,803A0A9E0,80BD52550,267.82,US Dollar,267.82,US Dollar,
10-09-2022 0.13,80BD58780,80BECC620,47.34,US Dollar,47.34,US Dollar,
10-09-2022 0.28,8057638B0,80BD5F2B0,255.22,US Dollar,255.22,US Dollar,
10-09-2022 0.01,8057638B0,80BD5F2B0,564.35,US Dollar,564.35,US Dollar,
10-09-2022 0.00,80BD72E60,80F9303A0,6.5,US Dollar,6.5,US Dollar,
10-09-2022 0.04,80BD8B5C0,80AEB2BA0,22.51,US Dollar,22.51,US Dollar,
10-09-2022 0.02,80BD8BFF0,805A75130,198.87,US Dollar,198.87,US Dollar,
10-09-2022 0.29,80BD94610,802BC96A0,42.32,US Dollar,42.32,US Dollar,
10-09-2022 0.12,80BD84B10,8016F2E10,49.97,US Dollar,49.97,US Dollar,
10-09-2022 0.13,80BD8D2B0,804BA2330,5.01,US Dollar,5.01,US Dollar,
10-09-2022 0.29,80BD9D740,803585ED0,21.56,US Dollar,21.56,US Dollar,
10-09-2022 0.08,80BD9E350,80408FCF0,30.87,US Dollar,30.87,US Dollar,
10-09-2022 0.28,80BDB3D40,80DDC9C00,1.83,US Dollar,1.83,US Dollar,
10-09-2022 0.12,80BDAEC10,8.04E+04,20.87,US Dollar,20.87,US Dollar,
10-09-2022 0.28,80BDB0380,813ECCF90,237.89,US Dollar,237.89,US Dollar,
10-09-2022 0.26,80BDB20B0,8022DE1F0,43.61,US Dollar,43.61,US Dollar,
10-09-2022 0.11,80BDB2E20,8005F12B0,8.77,US Dollar,8.77,US Dollar,
