Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 13.53,805ADBEC0,80745CC50,94.75,US Dollar,94.75,US Dollar,
10-09-2022 13.36,805ADBEC0,80745CC50,149.42,US Dollar,149.42,US Dollar,
10-09-2022 13.30,100428660,80754F340,245.89,US Dollar,245.89,US Dollar,
10-09-2022 13.46,80686E030,8075A6AB0,2697.31,US Dollar,2697.31,US Dollar,
10-09-2022 13.34,80686E030,8075A6AB0,901.34,US Dollar,901.34,US Dollar,
10-09-2022 13.32,80686E030,8075A6AB0,291.54,US Dollar,291.54,US Dollar,
10-09-2022 13.53,80686E030,8075A6AB0,144.2,US Dollar,144.2,US Dollar,
10-09-2022 13.57,8056B39A0,8075C7220,101.01,US Dollar,101.01,US Dollar,
10-09-2022 13.33,8056B39A0,8075C7220,423.26,US Dollar,423.26,US Dollar,
10-09-2022 13.45,100428660,8075C9D50,17714.8,US Dollar,17714.8,US Dollar,
10-09-2022 13.38,100428660,8075C9D50,37892.69,US Dollar,37892.69,US Dollar,
10-09-2022 13.33,8006E6110,8076B6AE0,159.56,US Dollar,159.56,US Dollar,
10-09-2022 13.58,8006E6110,8076B6AE0,106.86,US Dollar,106.86,US Dollar,
10-09-2022 13.45,804FAECA0,8033D9DA0,12154.42,US Dollar,12154.42,US Dollar,
10-09-2022 13.55,804FAECA0,8033D9DA0,6307.17,US Dollar,6307.17,US Dollar,
10-09-2022 13.34,805235BF0,8077ED420,59.33,US Dollar,59.33,US Dollar,
10-09-2022 13.45,8027658A0,802C4F3B0,16397.26,US Dollar,16397.26,US Dollar,
10-09-2022 13.38,100428660,807A17CB0,139.11,US Dollar,139.11,US Dollar,
10-09-2022 13.50,8007A9C80,807A65D20,691.84,US Dollar,691.84,US Dollar,
10-09-2022 13.58,8007A9C80,807A65D20,59.43,US Dollar,59.43,US Dollar,
10-09-2022 13.55,804091D10,807AB65F0,95.09,US Dollar,95.09,US Dollar,
10-09-2022 13.41,804091D10,807AB65F0,123.93,US Dollar,123.93,US Dollar,
10-09-2022 13.40,804091D10,807AB65F0,28.94,US Dollar,28.94,US Dollar,
10-09-2022 13.30,804520D40,807ABAA40,292.29,US Dollar,292.29,US Dollar,
10-09-2022 13.35,80346F740,807C69870,332.31,US Dollar,332.31,US Dollar,
10-09-2022 13.34,80346F740,807C69870,2520.42,US Dollar,2520.42,US Dollar,
10-09-2022 13.32,801E88590,807CAE050,3408.52,US Dollar,3408.52,US Dollar,
10-09-2022 13.35,805F93520,807CB3000,249.14,US Dollar,249.14,US Dollar,
