Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 7.05,807702700,8082698F0,132.73,UK Pound,132.73,UK Pound,
10-09-2022 7.09,807702700,8082698F0,275.77,UK Pound,275.77,UK Pound,
10-09-2022 7.03,807666830,80826EA00,1652.01,UK Pound,1652.01,UK Pound,
10-09-2022 7.22,807666830,80826EA00,200.51,UK Pound,200.51,UK Pound,
10-09-2022 7.24,100428810,80827EBB0,2837.33,UK Pound,2837.33,UK Pound,
10-09-2022 7.23,100428810,80827EBB0,100.2,UK Pound,100.2,UK Pound,
10-09-2022 7.23,100428810,80827EBB0,86.61,UK Pound,86.61,UK Pound,
10-09-2022 7.15,100428810,80828DDB0,3571.4,UK Pound,3571.4,UK Pound,
10-09-2022 7.27,100428810,80828DDB0,9015.55,UK Pound,9015.55,UK Pound,
10-09-2022 7.16,807C6DE40,8083B5360,938.65,UK Pound,938.65,UK Pound,
10-09-2022 7.18,807C6DE40,8083B5360,1448.32,UK Pound,1448.32,UK Pound,
10-09-2022 7.06,80843D1C0,80844CFD0,1453.82,UK Pound,1453.82,UK Pound,
10-09-2022 7.02,80843D1C0,80844CFD0,648.59,UK Pound,648.59,UK Pound,
10-09-2022 7.03,80843D1C0,80844CFD0,1005.44,UK Pound,1005.44,UK Pound,
10-09-2022 7.20,8076997E0,8084A2780,1190.86,UK Pound,1190.86,UK Pound,
10-09-2022 7.18,8076997E0,8084A2780,1028.56,UK Pound,1028.56,UK Pound,
10-09-2022 7.02,807678E70,808683940,119.68,UK Pound,119.68,UK Pound,
10-09-2022 7.03,807678E70,808683940,60.38,UK Pound,60.38,UK Pound,
10-09-2022 7.06,807E860D0,8086A2550,4792.84,UK Pound,4792.84,UK Pound,
10-09-2022 7.11,807E860D0,8086A2550,3384.3,UK Pound,3384.3,UK Pound,
10-09-2022 7.00,100428810,8086AF890,127.5,UK Pound,127.5,UK Pound,
10-09-2022 7.28,100428810,8086AF890,296.15,UK Pound,296.15,UK Pound,
10-09-2022 7.03,100428810,808724500,3175.24,UK Pound,3175.24,UK Pound,
10-09-2022 7.12,100428810,808735F00,855.16,UK Pound,855.16,UK Pound,
10-09-2022 7.04,808135E00,8087EF140,1365.15,UK Pound,1365.15,UK Pound,
10-09-2022 7.26,808135E00,8087EF140,588.13,UK Pound,588.13,UK Pound,
10-09-2022 7.03,8085D4AB0,808957100,765.02,UK Pound,765.02,UK Pound,
10-09-2022 7.04,8085D4AB0,808957100,529.69,UK Pound,529.69,UK Pound,
10-09-2022 7.27,8085D4AB0,808957100,194.78,UK Pound,194.78,UK Pound,
10-09-2022 7.04,8076CDCF0,808A0EE70,557.5,UK Pound,557.5,UK Pound,
10-09-2022 7.28,100428810,808A93780,4352.17,UK Pound,4352.17,UK Pound,
10-09-2022 7.02,100428810,808A93780,2375.67,UK Pound,2375.67,UK Pound,
10-09-2022 7.03,808101130,808AAD290,396.57,UK Pound,396.57,UK Pound,
10-09-2022 7.06,808101130,808AAD290,2788.72,UK Pound,2788.72,UK Pound,
10-09-2022 7.19,807F89950,808B0AF60,3795.02,UK Pound,3795.02,UK Pound,
10-09-2022 7.20,807F89950,808B0AF60,3432.32,UK Pound,3432.32,UK Pound,
10-09-2022 7.01,807F89950,808B0AF60,4180.45,UK Pound,4180.45,UK Pound,
10-09-2022 7.23,8083AFAC0,808B14330,4.0,UK Pound,4.0,UK Pound,
10-09-2022 7.00,8083AFAC0,808B14330,9.92,UK Pound,9.92,UK Pound,
10-09-2022 7.05,8084EE590,808B52680,690.45,UK Pound,690.45,UK Pound,
10-09-2022 7.01,8084EE590,808B52680,232.98,UK Pound,232.98,UK Pound,
10-09-2022 7.10,807E04260,808B77990,512.68,UK Pound,512.68,UK Pound,
10-09-2022 7.26,807E04260,808B77990,178.83,UK Pound,178.83,UK Pound,
10-09-2022 7.29,100428810,808B9A5F0,38303.29,UK Pound,38303.29,UK Pound,
10-09-2022 7.28,100428810,808B9A5F0,6493.25,UK Pound,6493.25,UK Pound,
10-09-2022 7.14,808A0BA40,808BEB5D0,160.92,UK Pound,160.92,UK Pound,
10-09-2022 7.02,808A0BA40,808BEB5D0,74.78,UK Pound,74.78,UK Pound,
10-09-2022 7.15,808A0BA40,808BEB5D0,124.39,UK Pound,124.39,UK Pound,
10-09-2022 7.07,808A0BA40,808BEB5D0,2.77,UK Pound,2.77,UK Pound,
10-09-2022 7.09,807DEF970,808C00620,7.68,UK Pound,7.68,UK Pound,
10-09-2022 7.12,807DEF970,808C00620,11.45,UK Pound,11.45,UK Pound,
10-09-2022 7.10,8087B9990,808CEC250,232.28,UK Pound,232.28,UK Pound,
10-09-2022 7.24,808C392F0,808CEE0D0,117.74,UK Pound,117.74,UK Pound,
10-09-2022 7.14,808C392F0,808CEE0D0,43.41,UK Pound,43.41,UK Pound,
10-09-2022 7.28,808C392F0,808CEE0D0,44.01,UK Pound,44.01,UK Pound,
10-09-2022 7.29,808BBC930,808DC8A20,32316.55,UK Pound,32316.55,UK Pound,
10-09-2022 7.18,808BBC930,808DC8A20,13282.28,UK Pound,13282.28,UK Pound,
10-09-2022 7.27,808BBC930,808DC8A20,6335.16,UK Pound,6335.16,UK Pound,
10-09-2022 7.27,8085E8570,808E21ED0,3235.29,UK Pound,3235.29,UK Pound,
10-09-2022 7.04,8085E8570,808E21ED0,2153.09,UK Pound,2153.09,UK Pound,
10-09-2022 7.04,8080FDFB0,808EFBE90,2150.31,UK Pound,2150.31,UK Pound,
10-09-2022 7.01,8080FDFB0,808EFBE90,16596.23,UK Pound,16596.23,UK Pound,
10-09-2022 7.26,100428810,80903B3F0,2059.28,UK Pound,2059.28,UK Pound,
