Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 16.44,8015024A0,801840120,489.67,Euro,489.67,Euro,
10-09-2022 16.58,801541E00,8018F10C0,95.03,Euro,95.03,Euro,
10-09-2022 16.44,801541E00,8018F10C0,76.77,Euro,76.77,Euro,
10-09-2022 16.51,8010F9B50,801971680,353.46,Euro,353.46,Euro,
10-09-2022 16.47,8010F9B50,801971680,814.28,Euro,814.28,Euro,
10-09-2022 16.41,1004286A8,801B0DC60,248.85,Euro,248.85,Euro,
10-09-2022 16.47,1004286A8,801B0DC60,105.76,Euro,105.76,Euro,
10-09-2022 16.47,1004286A8,801B32F20,3408.87,Euro,3408.87,Euro,
10-09-2022 16.50,1004286A8,801B32F20,8375.37,Euro,8375.37,Euro,
10-09-2022 16.54,1004286A8,801B32F20,5775.18,Euro,5775.18,Euro,
10-09-2022 16.39,1004286A8,801B404C0,1790.26,Euro,1790.26,Euro,
10-09-2022 16.57,1004286A8,801B404C0,1021.09,Euro,1021.09,Euro,
10-09-2022 16.47,1004286A8,801B6D680,747.7,Euro,747.7,Euro,
10-09-2022 16.52,80027BA60,801C69B40,58.41,Euro,58.41,Euro,
10-09-2022 16.46,80027BA60,801C69B40,15.36,Euro,15.36,Euro,
10-09-2022 16.58,80029D1E0,801D59310,1093.02,Euro,1093.02,Euro,
10-09-2022 16.43,80174AB90,801D887E0,65.65,Euro,65.65,Euro,
10-09-2022 16.58,80174AB90,801D887E0,24.77,Euro,24.77,Euro,
10-09-2022 16.46,80174AB90,801D887E0,11.86,Euro,11.86,Euro,
10-09-2022 16.30,800D4D000,801DE1000,44.59,Euro,44.59,Euro,
10-09-2022 16.34,800D4D000,801DE1000,118.26,Euro,118.26,Euro,
10-09-2022 16.38,8018208C0,8006AC040,319.45,Euro,319.45,Euro,
10-09-2022 16.48,801E4CA60,801E4C9C0,3128.55,Euro,3128.55,Euro,
10-09-2022 16.51,8009761D0,801F97C50,100.58,Euro,100.58,Euro,
10-09-2022 16.33,8009761D0,801F97C50,301.62,Euro,301.62,Euro,
10-09-2022 16.52,801CD4980,80209AD30,172.45,Euro,172.45,Euro,
