Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 22.45,80B7B8280,80B7C7FC0,46107.77,Mexican Peso,46107.77,Mexican Peso,
10-09-2022 22.51,80B7B8280,80B7C7FC0,11974.35,Mexican Peso,11974.35,Mexican Peso,
10-09-2022 22.46,80B730550,80BD427E0,138547.18,Mexican Peso,138547.18,Mexican Peso,
10-09-2022 22.31,1004288E8,80BE4F940,25873.07,Mexican Peso,25873.07,Mexican Peso,
10-09-2022 22.42,1004288E8,80BE4F940,5848.44,Mexican Peso,5848.44,Mexican Peso,
10-09-2022 22.51,80B7BB800,80BE5FF30,1389.43,Mexican Peso,1389.43,Mexican Peso,
10-09-2022 22.43,80B7BB800,80BE5FF30,4331.44,Mexican Peso,4331.44,Mexican Peso,
10-09-2022 22.33,80C07EE00,80C07F1E0,706142.77,Mexican Peso,706142.77,Mexican Peso,
10-09-2022 22.53,80B70CA10,80C081020,125790.28,Mexican Peso,125790.28,Mexican Peso,
10-09-2022 22.57,80B70CA10,80C081020,145683.89,Mexican Peso,145683.89,Mexican Peso,
10-09-2022 22.46,80B720030,80C1768B0,81541.1,Mexican Peso,81541.1,Mexican Peso,
10-09-2022 22.51,80B720030,80C1768B0,214037.02,Mexican Peso,214037.02,Mexican Peso,
10-09-2022 22.31,80B720030,80C1768B0,185325.54,Mexican Peso,185325.54,Mexican Peso,
10-09-2022 22.56,80C1681A0,80C1967C0,3088.12,Mexican Peso,3088.12,Mexican Peso,
10-09-2022 22.59,80C1681A0,80C1967C0,1899.89,Mexican Peso,1899.89,Mexican Peso,
10-09-2022 22.47,80BD13320,80C195220,3226.44,Mexican Peso,3226.44,Mexican Peso,
10-09-2022 22.46,80BD13320,80C195220,15356.84,Mexican Peso,15356.84,Mexican Peso,
10-09-2022 22.35,80B724300,80C1A6A30,946.98,Mexican Peso,946.98,Mexican Peso,
10-09-2022 22.30,80B724300,80C1A6A30,1659.79,Mexican Peso,1659.79,Mexican Peso,
10-09-2022 22.34,1004288E8,80C1B8EA0,4516.82,Mexican Peso,4516.82,Mexican Peso,
10-09-2022 22.49,1004288E8,80C1B8EA0,133.07,Mexican Peso,133.07,Mexican Peso,
10-09-2022 22.54,1004288E8,80C1B8EA0,45.25,Mexican Peso,45.25,Mexican Peso,
10-09-2022 22.49,80BE6F320,80C1FAD80,31255.67,Mexican Peso,31255.67,Mexican Peso,
10-09-2022 22.41,80BE6F320,80C1FAD80,50037.4,Mexican Peso,50037.4,Mexican Peso,
10-09-2022 22.31,80C39D250,80C39CA40,80493.1,Mexican Peso,80493.1,Mexican Peso,
10-09-2022 22.43,80C1D13B0,80C4F7A10,11898659.44,Mexican Peso,11898659.44,Mexican Peso,
10-09-2022 22.53,80C1D13B0,80C4F7A10,5971035.11,Mexican Peso,5971035.11,Mexican Peso,
10-09-2022 22.36,80BD3A770,80C57A900,195805.02,Mexican Peso,195805.02,Mexican Peso,
10-09-2022 22.40,80BD3A770,80C57A900,46912.0,Mexican Peso,46912.0,Mexican Peso,
10-09-2022 22.40,80BE5AA30,80C5AEA00,75728.14,Mexican Peso,75728.14,Mexican Peso,
10-09-2022 22.42,80BE7D8D0,80C5DE130,3878.97,Mexican Peso,3878.97,Mexican Peso,
10-09-2022 22.59,80C07FA00,80C5FFA70,13550.49,Mexican Peso,13550.49,Mexican Peso,
10-09-2022 22.39,80C07FA00,80C5FFA70,22416.17,Mexican Peso,22416.17,Mexican Peso,
10-09-2022 22.59,1004288E8,80C600610,133052.44,Mexican Peso,133052.44,Mexican Peso,
10-09-2022 22.42,1004288E8,80C600610,212755.9,Mexican Peso,212755.9,Mexican Peso,
10-09-2022 22.53,80C5B90D0,80C651CC0,116442.88,Mexican Peso,116442.88,Mexican Peso,
10-09-2022 22.58,80C5B90D0,80C651CC0,354095.31,Mexican Peso,354095.31,Mexican Peso,
10-09-2022 22.41,80C1A57C0,80C66EAA0,928.36,Mexican Peso,928.36,Mexican Peso,
10-09-2022 22.49,80C1A57C0,80C66EAA0,1602.44,Mexican Peso,1602.44,Mexican Peso,
10-09-2022 22.31,80BECA060,80C696C70,22664.54,Mexican Peso,22664.54,Mexican Peso,
10-09-2022 22.55,80BECA060,80C696C70,91939.21,Mexican Peso,91939.21,Mexican Peso,
10-09-2022 22.49,80C687A50,80C683040,82847.64,Mexican Peso,82847.64,Mexican Peso,
10-09-2022 22.54,80C687A50,80C683040,1812.46,Mexican Peso,1812.46,Mexican Peso,
10-09-2022 22.45,80C602EF0,80C76ECD0,22406.14,Mexican Peso,22406.14,Mexican Peso,
10-09-2022 22.32,80C602EF0,80C76ECD0,88653.19,Mexican Peso,88653.19,Mexican Peso,
10-09-2022 22.38,80BF10C40,80C7878B0,1082.77,Mexican Peso,1082.77,Mexican Peso,
10-09-2022 22.50,80BF10C40,80C7878B0,2516.15,Mexican Peso,2516.15,Mexican Peso,
10-09-2022 22.36,80BF10C40,80C7878B0,1745.46,Mexican Peso,1745.46,Mexican Peso,
