Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 0.11,8008B0380,801CFDFA0,24.09,US Dollar,24.09,US Dollar,
10-09-2022 0.14,8008B0380,801CFDFA0,211.8,US Dollar,211.8,US Dollar,
10-09-2022 0.18,801D0ABC0,81104CFE0,147.02,US Dollar,147.02,US Dollar,
10-09-2022 0.07,801D054A0,80093A940,65.94,US Dollar,65.94,US Dollar,
10-09-2022 0.28,801CE00E0,80BDCF2F0,6.2,US Dollar,6.2,US Dollar,
10-09-2022 0.19,801CEF900,80087FCB0,26.59,US Dollar,26.59,US Dollar,
10-09-2022 0.08,801CEFD30,80BDCF2F0,45.76,US Dollar,45.76,US Dollar,
10-09-2022 0.06,801CF9CF0,806F9FF90,36.24,US Dollar,36.24,US Dollar,
10-09-2022 0.28,801CC5920,811A1F0D0,6.27,US Dollar,6.27,US Dollar,
10-09-2022 0.16,801D18B00,8003381B0,29.19,US Dollar,29.19,US Dollar,
10-09-2022 0.16,801D49980,8009BF7F0,194.44,US Dollar,194.44,US Dollar,
10-09-2022 0.21,801D4D690,800CD1050,109.3,US Dollar,109.3,US Dollar,
10-09-2022 0.18,801D414C0,80BB3A150,37.14,US Dollar,37.14,US Dollar,
10-09-2022 0.26,801D48AA0,80BB3A150,22.28,US Dollar,22.28,US Dollar,
10-09-2022 0.27,801D48C30,81040BE70,15.91,US Dollar,15.91,US Dollar,
10-09-2022 0.27,801D4A330,80BB3A150,51.09,US Dollar,51.09,US Dollar,
10-09-2022 0.27,801D4A5B0,80BFF6F00,212.9,US Dollar,212.9,US Dollar,
10-09-2022 0.09,801D4C660,802C55150,6.65,US Dollar,6.65,US Dollar,
10-09-2022 0.18,801D4EBC0,80BB3A150,219.15,US Dollar,219.15,US Dollar,
10-09-2022 0.11,801D64EB0,801F6CDB0,92.83,US Dollar,92.83,US Dollar,
10-09-2022 0.00,801D67370,801F6CDB0,140.55,US Dollar,140.55,US Dollar,
10-09-2022 0.11,801D6B0A0,8005F7590,455.91,US Dollar,455.91,US Dollar,
10-09-2022 0.28,801CC5320,80DA34DD0,185.57,US Dollar,185.57,US Dollar,
10-09-2022 0.09,801D28990,80620A580,3.62,US Dollar,3.62,US Dollar,
10-09-2022 0.05,801DB5670,8015BDD30,16.9,US Dollar,16.9,US Dollar,
10-09-2022 0.23,801DCF0C0,8083B43F0,47.04,US Dollar,47.04,US Dollar,
10-09-2022 0.17,800328040,801E2CFF0,260.13,US Dollar,260.13,US Dollar,
10-09-2022 0.18,800328040,801E2CFF0,251.57,US Dollar,251.57,US Dollar,
10-09-2022 0.13,800328040,801E2CFF0,29.9,US Dollar,29.9,US Dollar,
10-09-2022 0.03,801E3DD50,8111E9C30,1.71,US Dollar,1.71,US Dollar,
10-09-2022 0.12,801E41640,80DCB9360,16.13,US Dollar,16.13,US Dollar,
10-09-2022 0.12,801E8D760,805A776C0,28.05,US Dollar,28.05,US Dollar,
10-09-2022 0.05,801E8DCB0,801194720,92.09,US Dollar,92.09,US Dollar,
10-09-2022 0.25,801E87F10,80C7B3840,7.64,US Dollar,7.64,US Dollar,
10-09-2022 0.23,801E9F3A0,8000F47F0,108.98,US Dollar,108.98,US Dollar,
10-09-2022 0.23,801EA4B30,80128E5D0,6.98,US Dollar,6.98,US Dollar,
10-09-2022 0.09,801EA5E30,80D273D40,0.47,US Dollar,0.47,US Dollar,
10-09-2022 0.00,801EA8500,8054BE160,33.62,US Dollar,33.62,US Dollar,
10-09-2022 0.10,801EA2A30,8126EAB40,1.59,US Dollar,1.59,US Dollar,
10-09-2022 0.16,801EADA10,805E22660,5.66,US Dollar,5.66,US Dollar,
10-09-2022 0.27,801EB6BA0,8079C7AF0,3.79,US Dollar,3.79,US Dollar,
10-09-2022 0.05,801F38030,80EB7D3B0,1.53,US Dollar,1.53,US Dollar,
10-09-2022 0.24,801304D90,801F52610,170.1,US Dollar,170.1,US Dollar,
10-09-2022 0.26,801304D90,801F52610,701.24,US Dollar,701.24,US Dollar,
10-09-2022 0.02,801F5FFB0,809F89390,1153.51,US Dollar,1153.51,US Dollar,
10-09-2022 0.13,801F6EDE0,809C493C0,134.6,US Dollar,134.6,US Dollar,
10-09-2022 0.12,801F75AA0,80D952950,14.75,US Dollar,14.75,US Dollar,
10-09-2022 0.06,801F7F7E0,8016BA970,1.36,US Dollar,1.36,US Dollar,
10-09-2022 0.17,801F80EA0,80F904DA0,26.82,US Dollar,26.82,US Dollar,
10-09-2022 0.25,801F5DCA0,80C81EB60,21.29,US Dollar,21.29,US Dollar,
10-09-2022 0.11,801F80010,801A3B820,292.25,US Dollar,292.25,US Dollar,
10-09-2022 0.13,801F81980,801A3B820,8.63,US Dollar,8.63,US Dollar,
10-09-2022 0.29,801F82E00,80E35AC20,79.57,US Dollar,79.57,US Dollar,
10-09-2022 0.04,801F83450,80E35AC20,55.07,US Dollar,55.07,US Dollar,
10-09-2022 0.10,802000ED0,80046C110,2.97,US Dollar,2.97,US Dollar,
10-09-2022 0.23,800221980,8.02E+45,120299.2,US Dollar,120299.2,US Dollar,
10-09-2022 0.27,800221980,8.02E+45,6631.56,US Dollar,6631.56,US Dollar,
10-09-2022 0.13,800221980,8.02E+45,127128.46,US Dollar,127128.46,US Dollar,
