Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 0.02,807C67AE0,807F97850,377.68,UK Pound,377.68,UK Pound,
10-09-2022 0.22,807C67AE0,807F97850,158.2,UK Pound,158.2,UK Pound,
10-09-2022 0.27,808403470,807FB00A0,103.89,UK Pound,103.89,UK Pound,
10-09-2022 0.16,8084046B0,807EFEE20,94.54,UK Pound,94.54,UK Pound,
10-09-2022 0.06,8083AA5D0,8138A89F0,15.71,UK Pound,15.71,UK Pound,
10-09-2022 0.18,8083AC250,813804B00,48.92,UK Pound,48.92,UK Pound,
10-09-2022 0.24,8083ACBB0,80BEA5240,9.58,UK Pound,9.58,UK Pound,
10-09-2022 0.05,8083C61D0,813804B00,32.59,UK Pound,32.59,UK Pound,
10-09-2022 0.09,80840E2F0,808765BB0,7.27,UK Pound,7.27,UK Pound,
10-09-2022 0.22,80841BC40,808639310,9.22,UK Pound,9.22,UK Pound,
10-09-2022 0.20,8082CA0C0,807EEDFA0,7.36,UK Pound,7.36,UK Pound,
10-09-2022 0.22,808355AD0,80BE7F4E0,42.31,UK Pound,42.31,UK Pound,
10-09-2022 0.17,808356B10,8087BF8D0,0.61,UK Pound,0.61,UK Pound,
10-09-2022 0.28,80841DCA0,813893330,1.42,UK Pound,1.42,UK Pound,
10-09-2022 0.27,807DFD220,80843D1C0,258.13,UK Pound,258.13,UK Pound,
10-09-2022 0.25,807DFD220,80843D1C0,82.59,UK Pound,82.59,UK Pound,
10-09-2022 0.09,80843F8C0,8085E46D0,14.72,UK Pound,14.72,UK Pound,
10-09-2022 0.25,808366B30,808444690,159.42,UK Pound,159.42,UK Pound,
10-09-2022 0.01,808366B30,808444690,930.41,UK Pound,930.41,UK Pound,
10-09-2022 0.07,80843C480,807ED2A60,5.72,UK Pound,5.72,UK Pound,
10-09-2022 0.27,8084430B0,807ED2A10,66.35,UK Pound,66.35,UK Pound,
10-09-2022 0.19,808444180,807ED2A10,3.68,UK Pound,3.68,UK Pound,
10-09-2022 0.16,80844C350,80F346440,4.33,UK Pound,4.33,UK Pound,
10-09-2022 0.15,808160A20,80842F5F0,3655,UK Pound,3655,UK Pound,
10-09-2022 0.10,808454230,808E61780,9.16,UK Pound,9.16,UK Pound,
10-09-2022 0.13,80845D560,807DDE030,35.32,UK Pound,35.32,UK Pound,
10-09-2022 0.18,8084729B0,808DDBDC0,15.21,UK Pound,15.21,UK Pound,
10-09-2022 0.27,8084763D0,807FB3960,33.36,UK Pound,33.36,UK Pound,
10-09-2022 0.02,80849A1F0,80861D570,62.42,UK Pound,62.42,UK Pound,
10-09-2022 0.07,8084A2570,81208FF30,16.04,UK Pound,16.04,UK Pound,
10-09-2022 0.05,8084A4570,80766DC10,4.31,UK Pound,4.31,UK Pound,
10-09-2022 0.09,8084E1240,8086B8E60,129.21,UK Pound,129.21,UK Pound,
10-09-2022 0.20,8084E70C0,8084DDDD0,25.99,UK Pound,25.99,UK Pound,
10-09-2022 0.02,8084E8D00,807702700,14.44,UK Pound,14.44,UK Pound,
10-09-2022 0.11,8000991D0,8084E8430,1686.88,UK Pound,1686.88,UK Pound,
10-09-2022 0.17,8000991D0,8084E8430,9234.43,UK Pound,9234.43,UK Pound,
10-09-2022 0.13,8000991D0,8084E8430,7489.71,UK Pound,7489.71,UK Pound,
10-09-2022 0.03,8085E8570,80BE7EDB0,149.16,UK Pound,149.16,UK Pound,
10-09-2022 0.16,8085E9480,813823B50,143.53,UK Pound,143.53,UK Pound,
10-09-2022 0.13,8085EEE40,80868D590,32.57,UK Pound,32.57,UK Pound,
10-09-2022 0.20,808619EC0,80BE9C380,19.48,UK Pound,19.48,UK Pound,
10-09-2022 0.06,8085DF460,812CF1010,125.43,UK Pound,125.43,UK Pound,
10-09-2022 0.03,8085E3440,808C9D600,8.83,UK Pound,8.83,UK Pound,
10-09-2022 0.04,8085E4C10,808C9D420,28.86,UK Pound,28.86,UK Pound,
10-09-2022 0.01,808615170,808880620,1.04,UK Pound,1.04,UK Pound,
10-09-2022 0.28,8086155C0,808C9D470,73.03,UK Pound,73.03,UK Pound,
10-09-2022 0.20,808616DC0,8080D37D0,6.32,UK Pound,6.32,UK Pound,
10-09-2022 0.20,80861EFA0,808C74EA0,9.86,UK Pound,9.86,UK Pound,
10-09-2022 0.23,80861F8F0,813809630,5.42,UK Pound,5.42,UK Pound,
10-09-2022 0.22,8.09E+15,808461630,51.3,UK Pound,51.3,UK Pound,
10-09-2022 0.00,80863F310,813807EE0,35.54,UK Pound,35.54,UK Pound,
10-09-2022 0.27,8.09E+75,81206DE10,6.69,UK Pound,6.69,UK Pound,
10-09-2022 0.26,80864DB70,813804B00,0.27,UK Pound,0.27,UK Pound,
10-09-2022 0.03,80864FD60,808CD28D0,4.57,UK Pound,4.57,UK Pound,
10-09-2022 0.28,808654AB0,808780590,176.18,UK Pound,176.18,UK Pound,
10-09-2022 0.09,808654B00,807F9EA10,75.18,UK Pound,75.18,UK Pound,
10-09-2022 0.25,808655550,8082B19B0,0.92,UK Pound,0.92,UK Pound,
10-09-2022 0.08,808642FF0,8143F48B0,21.09,UK Pound,21.09,UK Pound,
10-09-2022 0.06,8086434D0,8083F9670,23.28,UK Pound,23.28,UK Pound,
10-09-2022 0.21,8086456C0,8084590B0,6.95,UK Pound,6.95,UK Pound,
10-09-2022 0.14,808648830,8084590B0,137.51,UK Pound,137.51,UK Pound,
10-09-2022 0.19,80865C230,8084590B0,15.68,UK Pound,15.68,UK Pound,
10-09-2022 0.20,8086841B0,8138F2060,79.31,UK Pound,79.31,UK Pound,
10-09-2022 0.23,807EDD990,808689610,187.2,UK Pound,187.2,UK Pound,
10-09-2022 0.27,807EDD990,808689610,448.66,UK Pound,448.66,UK Pound,
10-09-2022 0.17,808680820,809029750,267.67,UK Pound,267.67,UK Pound,
10-09-2022 0.03,80868CAB0,809038A70,411.93,UK Pound,411.93,UK Pound,
10-09-2022 0.01,80868EBF0,807DDE550,3.03,UK Pound,3.03,UK Pound,
10-09-2022 0.04,808699290,807DD9030,8.18,UK Pound,8.18,UK Pound,
10-09-2022 0.07,8.09E+06,808BECE60,0.52,UK Pound,0.52,UK Pound,
10-09-2022 0.11,80869DD20,807710D20,38.14,UK Pound,38.14,UK Pound,
10-09-2022 0.04,8086A21E0,809029750,2.24,UK Pound,2.24,UK Pound,
10-09-2022 0.16,80867D520,8082D8730,44.55,UK Pound,44.55,UK Pound,
10-09-2022 0.10,8086AAB80,8083AAE70,14.47,UK Pound,14.47,UK Pound,
10-09-2022 0.14,8086CFA40,808EDC930,35.99,UK Pound,35.99,UK Pound,
10-09-2022 0.22,80863BE60,808684D20,5,UK Pound,5,UK Pound,
10-09-2022 0.00,8086DDB30,8084DC5E0,4.5,UK Pound,4.5,UK Pound,
10-09-2022 0.00,8087317A0,8086DAC80,7.09,UK Pound,7.09,UK Pound,
10-09-2022 0.11,80873C730,808957850,32.86,UK Pound,32.86,UK Pound,
10-09-2022 0.13,80873F330,809013F20,2.87,UK Pound,2.87,UK Pound,
10-09-2022 0.29,808740F30,80868CE80,24.99,UK Pound,24.99,UK Pound,
10-09-2022 0.28,808746C70,808B17B40,5.89,UK Pound,5.89,UK Pound,
10-09-2022 0.11,8.09E+05,807C4EA10,6.82,UK Pound,6.82,UK Pound,
10-09-2022 0.07,8.09E+15,80845D6F0,34.44,UK Pound,34.44,UK Pound,
10-09-2022 0.19,80875D420,8076EAB30,39.76,UK Pound,39.76,UK Pound,
10-09-2022 0.09,808773000,807DF2010,42.76,UK Pound,42.76,UK Pound,
10-09-2022 0.01,8084E05D0,80877FA90,6566.82,UK Pound,6566.82,UK Pound,
10-09-2022 0.10,80876CA50,807C423D0,34.95,UK Pound,34.95,UK Pound,
10-09-2022 0.13,80877FD30,8138A9100,32.11,UK Pound,32.11,UK Pound,
10-09-2022 0.21,8087ADC40,808AD0760,0.65,UK Pound,0.65,UK Pound,
10-09-2022 0.27,8087B9990,807E04260,141.05,UK Pound,141.05,UK Pound,
10-09-2022 0.04,8087BCCE0,8089D3320,5.53,UK Pound,5.53,UK Pound,
10-09-2022 0.25,808753960,80AA9CD10,39.46,UK Pound,39.46,UK Pound,
10-09-2022 0.19,8087BC9A0,808EE6F30,41.78,UK Pound,41.78,UK Pound,
10-09-2022 0.00,8087CAD20,8138A7C30,40.71,UK Pound,40.71,UK Pound,
10-09-2022 0.13,100428810,8087D80F0,614.98,UK Pound,614.98,UK Pound,
10-09-2022 0.05,100428810,8087D80F0,121.8,UK Pound,121.8,UK Pound,
10-09-2022 0.08,100428810,8087D80F0,24.06,UK Pound,24.06,UK Pound,
10-09-2022 0.29,8087DA2E0,808E14650,4.52,UK Pound,4.52,UK Pound,
10-09-2022 0.21,8087DB9B0,8087C0BC0,94.55,UK Pound,94.55,UK Pound,
10-09-2022 0.01,8087DF800,8137E80D0,5.68,UK Pound,5.68,UK Pound,
10-09-2022 0.21,8087E13E0,8087C0BC0,107.24,UK Pound,107.24,UK Pound,
10-09-2022 0.19,8087E38A0,808650C90,12.32,UK Pound,12.32,UK Pound,
10-09-2022 0.20,807E65AC0,8087ECEA0,2566.65,UK Pound,2566.65,UK Pound,
10-09-2022 0.16,807E65AC0,8087ECEA0,971.87,UK Pound,971.87,UK Pound,
